Case ID,Activity,Timestamp,Lifecycle,Resource
1,process,2026-01-01T00:08:12.992Z,start,system
1,charge,2026-01-01T00:08:12.992Z,enable,system
1,soap,2026-01-01T00:08:12.992Z,enable,system
1,charge,2026-01-01T00:08:12.992Z,begin,cashier
1,soap,2026-01-01T00:08:12.992Z,begin,attendant-0
1,charge,2026-01-01T00:10:09.609Z,terminate,cashier
2,process,2026-01-01T00:15:18.084Z,start,system
2,charge,2026-01-01T00:15:18.084Z,enable,system
2,soap,2026-01-01T00:15:18.084Z,enable,system
2,charge,2026-01-01T00:15:18.084Z,begin,cashier
2,soap,2026-01-01T00:15:18.084Z,begin,attendant-1
2,charge,2026-01-01T00:16:26.747Z,terminate,cashier
3,process,2026-01-01T00:19:00.939Z,start,system
3,charge,2026-01-01T00:19:00.939Z,enable,system
3,soap,2026-01-01T00:19:00.939Z,enable,system
3,charge,2026-01-01T00:19:00.939Z,begin,cashier
3,soap,2026-01-01T00:19:00.939Z,begin,attendant-2
3,charge,2026-01-01T00:21:28.048Z,terminate,cashier
1,soap,2026-01-01T00:33:02.687Z,terminate,attendant-0
1,rinse,2026-01-01T00:33:02.687Z,begin,attendant-0
2,soap,2026-01-01T00:33:58.127Z,terminate,attendant-1
2,rinse,2026-01-01T00:33:58.127Z,begin,attendant-1
4,process,2026-01-01T00:35:23.602Z,start,system
4,charge,2026-01-01T00:35:23.602Z,enable,system
4,soap,2026-01-01T00:35:23.602Z,enable,system
4,charge,2026-01-01T00:35:23.602Z,begin,cashier
4,charge,2026-01-01T00:37:34.114Z,terminate,cashier
2,rinse,2026-01-01T00:39:53.267Z,terminate,attendant-1
2,dry,2026-01-01T00:39:53.267Z,begin,attendant-1
1,rinse,2026-01-01T00:41:17.109Z,terminate,attendant-0
1,dry,2026-01-01T00:41:17.109Z,begin,attendant-0
3,soap,2026-01-01T00:46:54.360Z,terminate,attendant-2
3,rinse,2026-01-01T00:46:54.360Z,begin,attendant-2
5,process,2026-01-01T00:51:51.101Z,start,system
5,charge,2026-01-01T00:51:51.101Z,enable,system
5,soap,2026-01-01T00:51:51.101Z,enable,system
5,charge,2026-01-01T00:51:51.101Z,begin,cashier
3,rinse,2026-01-01T00:54:26.348Z,terminate,attendant-2
3,dry,2026-01-01T00:54:26.348Z,begin,attendant-2
5,charge,2026-01-01T00:54:35.043Z,terminate,cashier
2,dry,2026-01-01T01:00:49.961Z,terminate,attendant-1
2,vacuum,2026-01-01T01:00:49.961Z,begin,attendant-1
6,process,2026-01-01T01:09:04.020Z,start,system
6,charge,2026-01-01T01:09:04.020Z,enable,system
6,soap,2026-01-01T01:09:04.020Z,enable,system
6,charge,2026-01-01T01:09:04.020Z,begin,cashier
1,dry,2026-01-01T01:09:33.644Z,terminate,attendant-0
1,process,2026-01-01T01:09:33.644Z,end,system
4,soap,2026-01-01T01:09:33.644Z,begin,attendant-0
6,charge,2026-01-01T01:11:44.491Z,terminate,cashier
2,vacuum,2026-01-01T01:16:20.532Z,terminate,attendant-1
2,process,2026-01-01T01:16:20.532Z,end,system
5,soap,2026-01-01T01:16:20.532Z,begin,attendant-1
3,dry,2026-01-01T01:19:02.007Z,terminate,attendant-2
3,vacuum,2026-01-01T01:19:02.007Z,begin,attendant-2
4,soap,2026-01-01T01:30:38.026Z,terminate,attendant-0
4,rinse,2026-01-01T01:30:38.026Z,begin,attendant-0
3,vacuum,2026-01-01T01:31:34.424Z,terminate,attendant-2
3,process,2026-01-01T01:31:34.424Z,end,system
6,soap,2026-01-01T01:31:34.424Z,begin,attendant-2
5,soap,2026-01-01T01:33:14.882Z,terminate,attendant-1
5,rinse,2026-01-01T01:33:14.882Z,begin,attendant-1
4,rinse,2026-01-01T01:38:04.133Z,terminate,attendant-0
4,dry,2026-01-01T01:38:04.133Z,begin,attendant-0
5,rinse,2026-01-01T01:40:37.169Z,terminate,attendant-1
5,dry,2026-01-01T01:40:37.169Z,begin,attendant-1
6,soap,2026-01-01T01:50:35.093Z,terminate,attendant-2
6,rinse,2026-01-01T01:50:35.093Z,begin,attendant-2
6,rinse,2026-01-01T01:56:35.303Z,terminate,attendant-2
6,dry,2026-01-01T01:56:35.303Z,begin,attendant-2
5,dry,2026-01-01T02:03:18.790Z,terminate,attendant-1
5,process,2026-01-01T02:03:18.790Z,end,system
4,dry,2026-01-01T02:04:09.003Z,terminate,attendant-0
4,process,2026-01-01T02:04:09.003Z,end,system
7,process,2026-01-01T02:24:39.713Z,start,system
7,charge,2026-01-01T02:24:39.713Z,enable,system
7,soap,2026-01-01T02:24:39.713Z,enable,system
7,charge,2026-01-01T02:24:39.713Z,begin,cashier
7,soap,2026-01-01T02:24:39.713Z,begin,attendant-1
7,charge,2026-01-01T02:26:14.499Z,terminate,cashier
6,dry,2026-01-01T02:26:31.557Z,terminate,attendant-2
6,process,2026-01-01T02:26:31.557Z,end,system
7,soap,2026-01-01T02:44:04.002Z,terminate,attendant-1
7,rinse,2026-01-01T02:44:04.002Z,begin,attendant-1
7,rinse,2026-01-01T02:50:45.720Z,terminate,attendant-1
7,dry,2026-01-01T02:50:45.720Z,begin,attendant-1
8,process,2026-01-01T02:51:21.386Z,start,system
8,charge,2026-01-01T02:51:21.386Z,enable,system
8,soap,2026-01-01T02:51:21.386Z,enable,system
8,charge,2026-01-01T02:51:21.386Z,begin,cashier
8,soap,2026-01-01T02:51:21.386Z,begin,attendant-0
8,charge,2026-01-01T02:53:05.572Z,terminate,cashier
9,process,2026-01-01T03:05:47.438Z,start,system
9,charge,2026-01-01T03:05:47.438Z,enable,system
9,soap,2026-01-01T03:05:47.438Z,enable,system
9,charge,2026-01-01T03:05:47.438Z,begin,cashier
9,soap,2026-01-01T03:05:47.438Z,begin,attendant-2
9,charge,2026-01-01T03:07:30.259Z,terminate,cashier
8,soap,2026-01-01T03:14:24.556Z,terminate,attendant-0
8,rinse,2026-01-01T03:14:24.556Z,begin,attendant-0
7,dry,2026-01-01T03:14:45.688Z,terminate,attendant-1
7,vacuum,2026-01-01T03:14:45.688Z,begin,attendant-1
8,rinse,2026-01-01T03:21:18.146Z,terminate,attendant-0
8,dry,2026-01-01T03:21:18.146Z,begin,attendant-0
10,process,2026-01-01T03:26:53.558Z,start,system
10,charge,2026-01-01T03:26:53.558Z,enable,system
10,soap,2026-01-01T03:26:53.558Z,enable,system
10,charge,2026-01-01T03:26:53.558Z,begin,cashier
7,vacuum,2026-01-01T03:27:38.540Z,terminate,attendant-1
7,process,2026-01-01T03:27:38.540Z,end,system
10,soap,2026-01-01T03:27:38.540Z,begin,attendant-1
10,charge,2026-01-01T03:29:13.642Z,terminate,cashier
9,soap,2026-01-01T03:30:41.224Z,terminate,attendant-2
9,rinse,2026-01-01T03:30:41.224Z,begin,attendant-2
9,rinse,2026-01-01T03:38:03.144Z,terminate,attendant-2
9,dry,2026-01-01T03:38:03.144Z,begin,attendant-2
10,soap,2026-01-01T03:49:10.744Z,terminate,attendant-1
10,rinse,2026-01-01T03:49:10.744Z,begin,attendant-1
8,dry,2026-01-01T03:53:40.926Z,terminate,attendant-0
8,process,2026-01-01T03:53:40.926Z,end,system
10,rinse,2026-01-01T03:54:15.472Z,terminate,attendant-1
10,dry,2026-01-01T03:54:15.472Z,begin,attendant-1
9,dry,2026-01-01T04:02:02.836Z,terminate,attendant-2
9,process,2026-01-01T04:02:02.836Z,end,system
10,dry,2026-01-01T04:22:10.531Z,terminate,attendant-1
10,process,2026-01-01T04:22:10.531Z,end,system
11,process,2026-01-01T05:21:42.220Z,start,system
11,charge,2026-01-01T05:21:42.220Z,enable,system
11,soap,2026-01-01T05:21:42.220Z,enable,system
11,charge,2026-01-01T05:21:42.220Z,begin,cashier
11,soap,2026-01-01T05:21:42.220Z,begin,attendant-0
11,charge,2026-01-01T05:22:29.155Z,terminate,cashier
11,soap,2026-01-01T05:38:38.366Z,terminate,attendant-0
11,rinse,2026-01-01T05:38:38.366Z,begin,attendant-0
12,process,2026-01-01T05:43:38.818Z,start,system
12,charge,2026-01-01T05:43:38.818Z,enable,system
12,soap,2026-01-01T05:43:38.818Z,enable,system
12,charge,2026-01-01T05:43:38.818Z,begin,cashier
12,soap,2026-01-01T05:43:38.818Z,begin,attendant-2
12,charge,2026-01-01T05:44:20.484Z,terminate,cashier
13,process,2026-01-01T05:48:06.585Z,start,system
13,charge,2026-01-01T05:48:06.585Z,enable,system
13,soap,2026-01-01T05:48:06.585Z,enable,system
13,charge,2026-01-01T05:48:06.585Z,begin,cashier
13,soap,2026-01-01T05:48:06.585Z,begin,attendant-1
11,rinse,2026-01-01T05:48:30.015Z,terminate,attendant-0
11,dry,2026-01-01T05:48:30.015Z,begin,attendant-0
13,charge,2026-01-01T05:50:42.814Z,terminate,cashier
14,process,2026-01-01T05:56:10.867Z,start,system
14,charge,2026-01-01T05:56:10.867Z,enable,system
14,soap,2026-01-01T05:56:10.867Z,enable,system
14,charge,2026-01-01T05:56:10.867Z,begin,cashier
14,charge,2026-01-01T05:58:45.372Z,terminate,cashier
13,soap,2026-01-01T06:09:27.786Z,terminate,attendant-1
13,rinse,2026-01-01T06:09:27.786Z,begin,attendant-1
15,process,2026-01-01T06:09:38.771Z,start,system
15,charge,2026-01-01T06:09:38.771Z,enable,system
15,soap,2026-01-01T06:09:38.771Z,enable,system
15,charge,2026-01-01T06:09:38.771Z,begin,cashier
11,dry,2026-01-01T06:10:06.860Z,terminate,attendant-0
11,process,2026-01-01T06:10:06.860Z,end,system
14,soap,2026-01-01T06:10:06.860Z,begin,attendant-0
12,soap,2026-01-01T06:10:51.140Z,terminate,attendant-2
12,rinse,2026-01-01T06:10:51.140Z,begin,attendant-2
15,charge,2026-01-01T06:11:05.458Z,terminate,cashier
13,rinse,2026-01-01T06:17:56.500Z,terminate,attendant-1
13,dry,2026-01-01T06:17:56.500Z,begin,attendant-1
12,rinse,2026-01-01T06:18:01.088Z,terminate,attendant-2
12,dry,2026-01-01T06:18:01.088Z,begin,attendant-2
16,process,2026-01-01T06:18:56.380Z,start,system
16,charge,2026-01-01T06:18:56.380Z,enable,system
16,soap,2026-01-01T06:18:56.380Z,enable,system
16,charge,2026-01-01T06:18:56.380Z,begin,cashier
16,charge,2026-01-01T06:20:43.515Z,terminate,cashier
14,soap,2026-01-01T06:29:34.936Z,terminate,attendant-0
14,rinse,2026-01-01T06:29:34.936Z,begin,attendant-0
14,rinse,2026-01-01T06:35:54.806Z,terminate,attendant-0
14,dry,2026-01-01T06:35:54.806Z,begin,attendant-0
17,process,2026-01-01T06:39:37.330Z,start,system
17,charge,2026-01-01T06:39:37.330Z,enable,system
17,soap,2026-01-01T06:39:37.330Z,enable,system
17,charge,2026-01-01T06:39:37.330Z,begin,cashier
17,charge,2026-01-01T06:42:22.586Z,terminate,cashier
12,dry,2026-01-01T06:44:37.242Z,terminate,attendant-2
12,process,2026-01-01T06:44:37.242Z,end,system
