Case ID,Activity,Timestamp,Lifecycle,Resource
1,process,2026-01-01T00:08:09.001Z,start,system
1,charge,2026-01-01T00:08:09.001Z,enable,system
1,soap,2026-01-01T00:08:09.001Z,enable,system
1,charge,2026-01-01T00:08:09.001Z,begin,cashier
1,soap,2026-01-01T00:08:09.001Z,begin,attendant-0
1,charge,2026-01-01T00:11:38.349Z,terminate,cashier
1,soap,2026-01-01T00:30:30.988Z,terminate,attendant-0
1,rinse,2026-01-01T00:30:30.988Z,begin,attendant-0
1,rinse,2026-01-01T00:38:37.143Z,terminate,attendant-0
1,dry,2026-01-01T00:38:37.143Z,begin,attendant-0
1,dry,2026-01-01T01:01:33.274Z,terminate,attendant-0
1,process,2026-01-01T01:01:33.274Z,end,system
2,process,2026-01-01T01:49:54.956Z,start,system
2,charge,2026-01-01T01:49:54.956Z,enable,system
2,soap,2026-01-01T01:49:54.956Z,enable,system
2,charge,2026-01-01T01:49:54.956Z,begin,cashier
2,soap,2026-01-01T01:49:54.956Z,begin,attendant-1
2,charge,2026-01-01T01:51:18.766Z,terminate,cashier
3,process,2026-01-01T02:06:47.924Z,start,system
3,charge,2026-01-01T02:06:47.924Z,enable,system
3,soap,2026-01-01T02:06:47.924Z,enable,system
3,charge,2026-01-01T02:06:47.924Z,begin,cashier
3,soap,2026-01-01T02:06:47.924Z,begin,attendant-2
2,soap,2026-01-01T02:07:04.344Z,terminate,attendant-1
2,rinse,2026-01-01T02:07:04.344Z,begin,attendant-1
3,charge,2026-01-01T02:08:14.929Z,terminate,cashier
2,rinse,2026-01-01T02:16:41.142Z,terminate,attendant-1
2,dry,2026-01-01T02:16:41.142Z,begin,attendant-1
3,soap,2026-01-01T02:26:12.717Z,terminate,attendant-2
3,rinse,2026-01-01T02:26:12.717Z,begin,attendant-2
3,rinse,2026-01-01T02:31:55.583Z,terminate,attendant-2
3,dry,2026-01-01T02:31:55.583Z,begin,attendant-2
2,dry,2026-01-01T02:43:21.812Z,terminate,attendant-1
2,process,2026-01-01T02:43:21.812Z,end,system
3,dry,2026-01-01T02:54:35.918Z,terminate,attendant-2
3,process,2026-01-01T02:54:35.918Z,end,system
4,process,2026-01-01T03:12:58.712Z,start,system
4,charge,2026-01-01T03:12:58.712Z,enable,system
4,soap,2026-01-01T03:12:58.712Z,enable,system
4,charge,2026-01-01T03:12:58.712Z,begin,cashier
4,soap,2026-01-01T03:12:58.712Z,begin,attendant-0
4,charge,2026-01-01T03:15:03.997Z,terminate,cashier
5,process,2026-01-01T03:31:23.372Z,start,system
5,charge,2026-01-01T03:31:23.372Z,enable,system
5,soap,2026-01-01T03:31:23.372Z,enable,system
5,charge,2026-01-01T03:31:23.372Z,begin,cashier
5,soap,2026-01-01T03:31:23.372Z,begin,attendant-1
5,charge,2026-01-01T03:33:08.157Z,terminate,cashier
4,soap,2026-01-01T03:35:04.843Z,terminate,attendant-0
4,rinse,2026-01-01T03:35:04.843Z,begin,attendant-0
4,rinse,2026-01-01T03:43:29.931Z,terminate,attendant-0
