Case ID,Activity,Timestamp,Lifecycle,Resource
1,process,2026-01-01T00:08:09.726Z,start,system
1,charge,2026-01-01T00:08:09.726Z,enable,system
1,soap,2026-01-01T00:08:09.726Z,enable,system
1,charge,2026-01-01T00:08:09.726Z,begin,cashier
1,soap,2026-01-01T00:08:09.726Z,begin,attendant-0
1,charge,2026-01-01T00:09:36.004Z,terminate,cashier
2,process,2026-01-01T00:16:58.680Z,start,system
2,charge,2026-01-01T00:16:58.680Z,enable,system
2,soap,2026-01-01T00:16:58.680Z,enable,system
2,charge,2026-01-01T00:16:58.680Z,begin,cashier
2,soap,2026-01-01T00:16:58.680Z,begin,attendant-1
2,charge,2026-01-01T00:17:37.700Z,terminate,cashier
1,soap,2026-01-01T00:31:55.491Z,terminate,attendant-0
1,rinse,2026-01-01T00:31:55.491Z,begin,attendant-0
1,rinse,2026-01-01T00:38:54.545Z,terminate,attendant-0
1,dry,2026-01-01T00:38:54.545Z,begin,attendant-0
2,soap,2026-01-01T00:41:03.245Z,terminate,attendant-1
2,rinse,2026-01-01T00:41:03.245Z,begin,attendant-1
2,rinse,2026-01-01T00:46:48.413Z,terminate,attendant-1
2,dry,2026-01-01T00:46:48.413Z,begin,attendant-1
3,process,2026-01-01T00:56:28.848Z,start,system
3,charge,2026-01-01T00:56:28.848Z,enable,system
3,soap,2026-01-01T00:56:28.848Z,enable,system
3,charge,2026-01-01T00:56:28.848Z,begin,cashier
3,soap,2026-01-01T00:56:28.848Z,begin,attendant-2
3,charge,2026-01-01T00:59:19.997Z,terminate,cashier
1,dry,2026-01-01T01:03:55.654Z,terminate,attendant-0
1,process,2026-01-01T01:03:55.654Z,end,system
2,dry,2026-01-01T01:12:20.680Z,terminate,attendant-1
2,vacuum,2026-01-01T01:12:20.680Z,begin,attendant-1
3,soap,2026-01-01T01:23:02.330Z,terminate,attendant-2
3,rinse,2026-01-01T01:23:02.330Z,begin,attendant-2
2,vacuum,2026-01-01T01:26:47.227Z,terminate,attendant-1
2,process,2026-01-01T01:26:47.227Z,end,system
3,rinse,2026-01-01T01:32:02.052Z,terminate,attendant-2
3,dry,2026-01-01T01:32:02.052Z,begin,attendant-2
4,process,2026-01-01T01:45:00.549Z,start,system
4,charge,2026-01-01T01:45:00.549Z,enable,system
4,soap,2026-01-01T01:45:00.549Z,enable,system
4,charge,2026-01-01T01:45:00.549Z,begin,cashier
4,soap,2026-01-01T01:45:00.549Z,begin,attendant-0
4,charge,2026-01-01T01:46:42.973Z,terminate,cashier
5,process,2026-01-01T01:47:03.520Z,start,system
5,charge,2026-01-01T01:47:03.520Z,enable,system
5,soap,2026-01-01T01:47:03.520Z,enable,system
5,charge,2026-01-01T01:47:03.520Z,begin,cashier
5,soap,2026-01-01T01:47:03.520Z,begin,attendant-1
5,charge,2026-01-01T01:49:08.433Z,terminate,cashier
3,dry,2026-01-01T01:56:00.751Z,terminate,attendant-2
3,vacuum,2026-01-01T01:56:00.751Z,begin,attendant-2
5,soap,2026-01-01T02:04:05.478Z,terminate,attendant-1
5,rinse,2026-01-01T02:04:05.478Z,begin,attendant-1
6,process,2026-01-01T02:09:58.941Z,start,system
6,charge,2026-01-01T02:09:58.941Z,enable,system
6,soap,2026-01-01T02:09:58.941Z,enable,system
6,charge,2026-01-01T02:09:58.941Z,begin,cashier
4,soap,2026-01-01T02:10:21.833Z,terminate,attendant-0
4,rinse,2026-01-01T02:10:21.833Z,begin,attendant-0
6,charge,2026-01-01T02:11:28.450Z,terminate,cashier
5,rinse,2026-01-01T02:11:54.986Z,terminate,attendant-1
5,dry,2026-01-01T02:11:54.986Z,begin,attendant-1
3,vacuum,2026-01-01T02:17:35.020Z,terminate,attendant-2
3,process,2026-01-01T02:17:35.020Z,end,system
6,soap,2026-01-01T02:17:35.020Z,begin,attendant-2
4,rinse,2026-01-01T02:18:09.070Z,terminate,attendant-0
4,dry,2026-01-01T02:18:09.070Z,begin,attendant-0
7,process,2026-01-01T02:31:10.847Z,start,system
7,charge,2026-01-01T02:31:10.847Z,enable,system
7,soap,2026-01-01T02:31:10.847Z,enable,system
7,charge,2026-01-01T02:31:10.847Z,begin,cashier
5,dry,2026-01-01T02:31:58.094Z,terminate,attendant-1
5,vacuum,2026-01-01T02:31:58.094Z,begin,attendant-1
7,charge,2026-01-01T02:32:34.145Z,terminate,cashier
6,soap,2026-01-01T02:37:10.226Z,terminate,attendant-2
6,rinse,2026-01-01T02:37:10.226Z,begin,attendant-2
5,vacuum,2026-01-01T02:42:01.687Z,terminate,attendant-1
5,process,2026-01-01T02:42:01.687Z,end,system
7,soap,2026-01-01T02:42:01.687Z,begin,attendant-1
6,rinse,2026-01-01T02:44:11.213Z,terminate,attendant-2
6,dry,2026-01-01T02:44:11.213Z,begin,attendant-2
4,dry,2026-01-01T02:50:55.312Z,terminate,attendant-0
4,process,2026-01-01T02:50:55.312Z,end,system
7,soap,2026-01-01T03:07:49.424Z,terminate,attendant-1
7,rinse,2026-01-01T03:07:49.424Z,begin,attendant-1
8,process,2026-01-01T03:08:46.315Z,start,system
8,charge,2026-01-01T03:08:46.315Z,enable,system
8,soap,2026-01-01T03:08:46.315Z,enable,system
8,charge,2026-01-01T03:08:46.315Z,begin,cashier
8,soap,2026-01-01T03:08:46.315Z,begin,attendant-0
9,process,2026-01-01T03:10:20.246Z,start,system
9,charge,2026-01-01T03:10:20.246Z,enable,system
9,soap,2026-01-01T03:10:20.246Z,enable,system
8,charge,2026-01-01T03:11:27.235Z,terminate,cashier
9,charge,2026-01-01T03:11:27.235Z,begin,cashier
9,charge,2026-01-01T03:12:37.984Z,terminate,cashier
7,rinse,2026-01-01T03:14:32.919Z,terminate,attendant-1
7,dry,2026-01-01T03:14:32.919Z,begin,attendant-1
6,dry,2026-01-01T03:16:45.280Z,terminate,attendant-2
6,process,2026-01-01T03:16:45.280Z,end,system
9,soap,2026-01-01T03:16:45.280Z,begin,attendant-2
10,process,2026-01-01T03:19:03.631Z,start,system
10,charge,2026-01-01T03:19:03.631Z,enable,system
10,soap,2026-01-01T03:19:03.631Z,enable,system
10,charge,2026-01-01T03:19:03.631Z,begin,cashier
10,charge,2026-01-01T03:20:49.034Z,terminate,cashier
8,soap,2026-01-01T03:24:09.969Z,terminate,attendant-0
8,rinse,2026-01-01T03:24:09.969Z,begin,attendant-0
8,rinse,2026-01-01T03:30:54.776Z,terminate,attendant-0
8,dry,2026-01-01T03:30:54.776Z,begin,attendant-0
9,soap,2026-01-01T03:36:50.676Z,terminate,attendant-2
9,rinse,2026-01-01T03:36:50.676Z,begin,attendant-2
7,dry,2026-01-01T03:40:15.486Z,terminate,attendant-1
7,process,2026-01-01T03:40:15.486Z,end,system
10,soap,2026-01-01T03:40:15.486Z,begin,attendant-1
9,rinse,2026-01-01T03:42:46.660Z,terminate,attendant-2
9,dry,2026-01-01T03:42:46.660Z,begin,attendant-2
8,dry,2026-01-01T03:48:20.732Z,terminate,attendant-0
8,vacuum,2026-01-01T03:48:20.732Z,begin,attendant-0
8,vacuum,2026-01-01T03:59:42.935Z,terminate,attendant-0
8,process,2026-01-01T03:59:42.935Z,end,system
9,dry,2026-01-01T04:03:28.753Z,terminate,attendant-2
9,vacuum,2026-01-01T04:03:28.753Z,begin,attendant-2
10,soap,2026-01-01T04:07:44.116Z,terminate,attendant-1
10,rinse,2026-01-01T04:07:44.116Z,begin,attendant-1
9,vacuum,2026-01-01T04:14:22.867Z,terminate,attendant-2
9,process,2026-01-01T04:14:22.867Z,end,system
10,rinse,2026-01-01T04:16:04.283Z,terminate,attendant-1
10,dry,2026-01-01T04:16:04.283Z,begin,attendant-1
11,process,2026-01-01T04:37:17.167Z,start,system
11,charge,2026-01-01T04:37:17.167Z,enable,system
11,soap,2026-01-01T04:37:17.167Z,enable,system
11,charge,2026-01-01T04:37:17.167Z,begin,cashier
11,soap,2026-01-01T04:37:17.167Z,begin,attendant-0
11,charge,2026-01-01T04:39:14.167Z,terminate,cashier
10,dry,2026-01-01T04:41:51.507Z,terminate,attendant-1
10,vacuum,2026-01-01T04:41:51.507Z,begin,attendant-1
10,vacuum,2026-01-01T04:52:31.339Z,terminate,attendant-1
10,process,2026-01-01T04:52:31.339Z,end,system
11,soap,2026-01-01T04:53:51.626Z,terminate,attendant-0
11,rinse,2026-01-01T04:53:51.626Z,begin,attendant-0
11,rinse,2026-01-01T05:01:59.722Z,terminate,attendant-0
11,dry,2026-01-01T05:01:59.722Z,begin,attendant-0
12,process,2026-01-01T05:12:16.912Z,start,system
12,charge,2026-01-01T05:12:16.912Z,enable,system
12,soap,2026-01-01T05:12:16.912Z,enable,system
12,charge,2026-01-01T05:12:16.912Z,begin,cashier
12,soap,2026-01-01T05:12:16.912Z,begin,attendant-2
12,charge,2026-01-01T05:13:03.939Z,terminate,cashier
13,process,2026-01-01T05:29:59.619Z,start,system
13,charge,2026-01-01T05:29:59.619Z,enable,system
13,soap,2026-01-01T05:29:59.619Z,enable,system
13,charge,2026-01-01T05:29:59.619Z,begin,cashier
13,soap,2026-01-01T05:29:59.619Z,begin,attendant-1
13,charge,2026-01-01T05:31:06.325Z,terminate,cashier
11,dry,2026-01-01T05:32:07.934Z,terminate,attendant-0
11,process,2026-01-01T05:32:07.934Z,end,system
12,soap,2026-01-01T05:37:56.472Z,terminate,attendant-2
12,rinse,2026-01-01T05:37:56.472Z,begin,attendant-2
12,rinse,2026-01-01T05:45:07.158Z,terminate,attendant-2
12,dry,2026-01-01T05:45:07.158Z,begin,attendant-2
13,soap,2026-01-01T05:52:00.618Z,terminate,attendant-1
13,rinse,2026-01-01T05:52:00.618Z,begin,attendant-1
14,process,2026-01-01T05:53:51.897Z,start,system
14,charge,2026-01-01T05:53:51.897Z,enable,system
14,soap,2026-01-01T05:53:51.897Z,enable,system
