Case ID,Activity,Timestamp,Lifecycle,Resource
1,process,2026-01-01T00:07:32.864Z,start,system
1,charge,2026-01-01T00:07:32.864Z,enable,system
1,soap,2026-01-01T00:07:32.864Z,enable,system
1,charge,2026-01-01T00:07:32.864Z,begin,cashier
1,soap,2026-01-01T00:07:32.864Z,begin,attendant-0
1,charge,2026-01-01T00:10:07.764Z,terminate,cashier
2,process,2026-01-01T00:13:55.910Z,start,system
2,charge,2026-01-01T00:13:55.910Z,enable,system
2,soap,2026-01-01T00:13:55.910Z,enable,system
2,charge,2026-01-01T00:13:55.910Z,begin,cashier
2,soap,2026-01-01T00:13:55.910Z,begin,attendant-1
2,charge,2026-01-01T00:15:37.213Z,terminate,cashier
3,process,2026-01-01T00:15:41.278Z,start,system
3,charge,2026-01-01T00:15:41.278Z,enable,system
3,soap,2026-01-01T00:15:41.278Z,enable,system
3,charge,2026-01-01T00:15:41.278Z,begin,cashier
3,soap,2026-01-01T00:15:41.278Z,begin,attendant-2
3,charge,2026-01-01T00:17:34.691Z,terminate,cashier
4,process,2026-01-01T00:28:45.546Z,start,system
4,charge,2026-01-01T00:28:45.546Z,enable,system
4,soap,2026-01-01T00:28:45.546Z,enable,system
4,charge,2026-01-01T00:28:45.546Z,begin,cashier
1,soap,2026-01-01T00:29:42.882Z,terminate,attendant-0
1,rinse,2026-01-01T00:29:42.882Z,begin,attendant-0
4,charge,2026-01-01T00:29:50.413Z,terminate,cashier
2,soap,2026-01-01T00:36:06.430Z,terminate,attendant-1
2,rinse,2026-01-01T00:36:06.430Z,begin,attendant-1
1,rinse,2026-01-01T00:37:08.884Z,terminate,attendant-0
1,dry,2026-01-01T00:37:08.884Z,begin,attendant-0
3,soap,2026-01-01T00:41:53.293Z,terminate,attendant-2
3,rinse,2026-01-01T00:41:53.293Z,begin,attendant-2
2,rinse,2026-01-01T00:43:15.891Z,terminate,attendant-1
2,dry,2026-01-01T00:43:15.891Z,begin,attendant-1
3,rinse,2026-01-01T00:48:32.549Z,terminate,attendant-2
3,dry,2026-01-01T00:48:32.549Z,begin,attendant-2
5,process,2026-01-01T00:52:18.181Z,start,system
5,charge,2026-01-01T00:52:18.181Z,enable,system
5,soap,2026-01-01T00:52:18.181Z,enable,system
5,charge,2026-01-01T00:52:18.181Z,begin,cashier
5,charge,2026-01-01T00:53:12.610Z,terminate,cashier
2,dry,2026-01-01T01:02:48.358Z,terminate,attendant-1
2,process,2026-01-01T01:02:48.358Z,end,system
4,soap,2026-01-01T01:02:48.358Z,begin,attendant-1
1,dry,2026-01-01T01:04:01.284Z,terminate,attendant-0
1,vacuum,2026-01-01T01:04:01.284Z,begin,attendant-0
3,dry,2026-01-01T01:12:35.574Z,terminate,attendant-2
3,vacuum,2026-01-01T01:12:35.574Z,begin,attendant-2
4,soap,2026-01-01T01:22:55.535Z,terminate,attendant-1
4,rinse,2026-01-01T01:22:55.535Z,begin,attendant-1
1,vacuum,2026-01-01T01:25:09.682Z,terminate,attendant-0
1,process,2026-01-01T01:25:09.682Z,end,system
5,soap,2026-01-01T01:25:09.682Z,begin,attendant-0
3,vacuum,2026-01-01T01:27:52.821Z,terminate,attendant-2
3,process,2026-01-01T01:27:52.821Z,end,system
4,rinse,2026-01-01T01:29:09.617Z,terminate,attendant-1
4,dry,2026-01-01T01:29:09.617Z,begin,attendant-1
6,process,2026-01-01T01:43:42.306Z,start,system
6,charge,2026-01-01T01:43:42.306Z,enable,system
6,soap,2026-01-01T01:43:42.306Z,enable,system
6,charge,2026-01-01T01:43:42.306Z,begin,cashier
6,soap,2026-01-01T01:43:42.306Z,begin,attendant-2
6,charge,2026-01-01T01:46:19.377Z,terminate,cashier
5,soap,2026-01-01T01:48:31.448Z,terminate,attendant-0
5,rinse,2026-01-01T01:48:31.448Z,begin,attendant-0
4,dry,2026-01-01T01:49:06.461Z,terminate,attendant-1
4,process,2026-01-01T01:49:06.461Z,end,system
5,rinse,2026-01-01T01:55:41.509Z,terminate,attendant-0
5,dry,2026-01-01T01:55:41.509Z,begin,attendant-0
6,soap,2026-01-01T02:09:31.494Z,terminate,attendant-2
6,rinse,2026-01-01T02:09:31.494Z,begin,attendant-2
6,rinse,2026-01-01T02:18:03.438Z,terminate,attendant-2
6,dry,2026-01-01T02:18:03.438Z,begin,attendant-2
7,process,2026-01-01T02:24:53.835Z,start,system
7,charge,2026-01-01T02:24:53.835Z,enable,system
7,soap,2026-01-01T02:24:53.835Z,enable,system
7,charge,2026-01-01T02:24:53.835Z,begin,cashier
7,soap,2026-01-01T02:24:53.835Z,begin,attendant-1
5,dry,2026-01-01T02:26:11.617Z,terminate,attendant-0
5,vacuum,2026-01-01T02:26:11.617Z,begin,attendant-0
7,charge,2026-01-01T02:27:42.960Z,terminate,cashier
5,vacuum,2026-01-01T02:35:50.177Z,terminate,attendant-0
5,process,2026-01-01T02:35:50.177Z,end,system
6,dry,2026-01-01T02:39:15.747Z,terminate,attendant-2
6,vacuum,2026-01-01T02:39:15.747Z,begin,attendant-2
7,soap,2026-01-01T02:42:24.045Z,terminate,attendant-1
7,rinse,2026-01-01T02:42:24.045Z,begin,attendant-1
8,process,2026-01-01T02:45:37.980Z,start,system
8,charge,2026-01-01T02:45:37.980Z,enable,system
8,soap,2026-01-01T02:45:37.980Z,enable,system
8,charge,2026-01-01T02:45:37.980Z,begin,cashier
8,soap,2026-01-01T02:45:37.980Z,begin,attendant-0
8,charge,2026-01-01T02:46:11.808Z,terminate,cashier
7,rinse,2026-01-01T02:50:08.355Z,terminate,attendant-1
7,dry,2026-01-01T02:50:08.355Z,begin,attendant-1
6,vacuum,2026-01-01T03:02:40.106Z,terminate,attendant-2
6,process,2026-01-01T03:02:40.106Z,end,system
8,soap,2026-01-01T03:05:38.255Z,terminate,attendant-0
8,rinse,2026-01-01T03:05:38.255Z,begin,attendant-0
8,rinse,2026-01-01T03:12:02.879Z,terminate,attendant-0
8,dry,2026-01-01T03:12:02.879Z,begin,attendant-0
7,dry,2026-01-01T03:17:14.698Z,terminate,attendant-1
7,process,2026-01-01T03:17:14.698Z,end,system
8,dry,2026-01-01T03:39:04.353Z,terminate,attendant-0
8,process,2026-01-01T03:39:04.353Z,end,system
9,process,2026-01-01T03:52:53.415Z,start,system
9,charge,2026-01-01T03:52:53.415Z,enable,system
9,soap,2026-01-01T03:52:53.415Z,enable,system
9,charge,2026-01-01T03:52:53.415Z,begin,cashier
9,soap,2026-01-01T03:52:53.415Z,begin,attendant-2
9,charge,2026-01-01T03:54:34.071Z,terminate,cashier
10,process,2026-01-01T03:56:05.665Z,start,system
10,charge,2026-01-01T03:56:05.665Z,enable,system
10,soap,2026-01-01T03:56:05.665Z,enable,system
10,charge,2026-01-01T03:56:05.665Z,begin,cashier
10,soap,2026-01-01T03:56:05.665Z,begin,attendant-1
10,charge,2026-01-01T03:57:30.482Z,terminate,cashier
9,soap,2026-01-01T04:11:21.586Z,terminate,attendant-2
9,rinse,2026-01-01T04:11:21.586Z,begin,attendant-2
9,rinse,2026-01-01T04:17:13.863Z,terminate,attendant-2
9,dry,2026-01-01T04:17:13.863Z,begin,attendant-2
10,soap,2026-01-01T04:17:28.187Z,terminate,attendant-1
10,rinse,2026-01-01T04:17:28.187Z,begin,attendant-1
11,process,2026-01-01T04:18:59.025Z,start,system
