Case ID,Activity,Timestamp,Lifecycle,Resource
1,process,2026-01-01T00:07:32.158Z,start,system
1,charge,2026-01-01T00:07:32.158Z,enable,system
1,soap,2026-01-01T00:07:32.158Z,enable,system
1,charge,2026-01-01T00:07:32.158Z,begin,cashier
1,soap,2026-01-01T00:07:32.158Z,begin,attendant-0
1,charge,2026-01-01T00:09:25.274Z,terminate,cashier
1,soap,2026-01-01T00:28:33.077Z,terminate,attendant-0
1,rinse,2026-01-01T00:28:33.077Z,begin,attendant-0
1,rinse,2026-01-01T00:35:55.158Z,terminate,attendant-0
1,dry,2026-01-01T00:35:55.158Z,begin,attendant-0
1,dry,2026-01-01T01:03:08.631Z,terminate,attendant-0
1,vacuum,2026-01-01T01:03:08.631Z,begin,attendant-0
2,process,2026-01-01T01:05:47.738Z,start,system
2,charge,2026-01-01T01:05:47.738Z,enable,system
2,soap,2026-01-01T01:05:47.738Z,enable,system
2,charge,2026-01-01T01:05:47.738Z,begin,cashier
2,soap,2026-01-01T01:05:47.738Z,begin,attendant-1
2,charge,2026-01-01T01:08:57.669Z,terminate,cashier
1,vacuum,2026-01-01T01:22:11.311Z,terminate,attendant-0
1,process,2026-01-01T01:22:11.311Z,end,system
2,soap,2026-01-01T01:31:39.686Z,terminate,attendant-1
2,rinse,2026-01-01T01:31:39.686Z,begin,attendant-1
2,rinse,2026-01-01T01:38:19.636Z,terminate,attendant-1
2,dry,2026-01-01T01:38:19.636Z,begin,attendant-1
3,process,2026-01-01T01:42:13.036Z,start,system
3,charge,2026-01-01T01:42:13.036Z,enable,system
3,soap,2026-01-01T01:42:13.036Z,enable,system
3,charge,2026-01-01T01:42:13.036Z,begin,cashier
3,soap,2026-01-01T01:42:13.036Z,begin,attendant-2
3,charge,2026-01-01T01:43:54.745Z,terminate,cashier
4,process,2026-01-01T02:01:56.998Z,start,system
4,charge,2026-01-01T02:01:56.998Z,enable,system
4,soap,2026-01-01T02:01:56.998Z,enable,system
4,charge,2026-01-01T02:01:56.998Z,begin,cashier
4,soap,2026-01-01T02:01:56.998Z,begin,attendant-0
4,charge,2026-01-01T02:03:26.728Z,terminate,cashier
5,process,2026-01-01T02:04:58.624Z,start,system
5,charge,2026-01-01T02:04:58.624Z,enable,system
5,soap,2026-01-01T02:04:58.624Z,enable,system
5,charge,2026-01-01T02:04:58.624Z,begin,cashier
5,charge,2026-01-01T02:06:54.621Z,terminate,cashier
2,dry,2026-01-01T02:08:30.487Z,terminate,attendant-1
2,vacuum,2026-01-01T02:08:30.487Z,begin,attendant-1
3,soap,2026-01-01T02:11:19.700Z,terminate,attendant-2
3,rinse,2026-01-01T02:11:19.700Z,begin,attendant-2
2,vacuum,2026-01-01T02:15:44.919Z,terminate,attendant-1
2,process,2026-01-01T02:15:44.919Z,end,system
5,soap,2026-01-01T02:15:44.919Z,begin,attendant-1
6,process,2026-01-01T02:17:29.742Z,start,system
6,charge,2026-01-01T02:17:29.742Z,enable,system
6,soap,2026-01-01T02:17:29.742Z,enable,system
6,charge,2026-01-01T02:17:29.742Z,begin,cashier
6,charge,2026-01-01T02:19:01.445Z,terminate,cashier
3,rinse,2026-01-01T02:19:20.276Z,terminate,attendant-2
3,dry,2026-01-01T02:19:20.276Z,begin,attendant-2
4,soap,2026-01-01T02:21:15.673Z,terminate,attendant-0
4,rinse,2026-01-01T02:21:15.673Z,begin,attendant-0
4,rinse,2026-01-01T02:28:21.126Z,terminate,attendant-0
4,dry,2026-01-01T02:28:21.126Z,begin,attendant-0
5,soap,2026-01-01T02:36:40.306Z,terminate,attendant-1
5,rinse,2026-01-01T02:36:40.306Z,begin,attendant-1
3,dry,2026-01-01T02:39:20.797Z,terminate,attendant-2
3,vacuum,2026-01-01T02:39:20.797Z,begin,attendant-2
7,process,2026-01-01T02:42:22.878Z,start,system
7,charge,2026-01-01T02:42:22.878Z,enable,system
7,soap,2026-01-01T02:42:22.878Z,enable,system
7,charge,2026-01-01T02:42:22.878Z,begin,cashier
7,charge,2026-01-01T02:43:14.886Z,terminate,cashier
