Case ID,Activity,Timestamp,Lifecycle,Resource
1,process,2026-01-01T00:07:29.335Z,start,system
1,charge,2026-01-01T00:07:29.335Z,enable,system
1,soap,2026-01-01T00:07:29.335Z,enable,system
1,charge,2026-01-01T00:07:29.335Z,begin,cashier
1,soap,2026-01-01T00:07:29.335Z,begin,attendant-0
1,charge,2026-01-01T00:09:07.810Z,terminate,cashier
2,process,2026-01-01T00:30:59.626Z,start,system
2,charge,2026-01-01T00:30:59.626Z,enable,system
2,soap,2026-01-01T00:30:59.626Z,enable,system
2,charge,2026-01-01T00:30:59.626Z,begin,cashier
2,soap,2026-01-01T00:30:59.626Z,begin,attendant-1
2,charge,2026-01-01T00:34:13.118Z,terminate,cashier
1,soap,2026-01-01T00:34:37.558Z,terminate,attendant-0
1,rinse,2026-01-01T00:34:37.558Z,begin,attendant-0
1,rinse,2026-01-01T00:42:04.463Z,terminate,attendant-0
1,dry,2026-01-01T00:42:04.463Z,begin,attendant-0
3,process,2026-01-01T00:46:26.874Z,start,system
3,charge,2026-01-01T00:46:26.874Z,enable,system
3,soap,2026-01-01T00:46:26.874Z,enable,system
3,charge,2026-01-01T00:46:26.874Z,begin,cashier
3,soap,2026-01-01T00:46:26.874Z,begin,attendant-2
4,process,2026-01-01T00:46:45.590Z,start,system
4,charge,2026-01-01T00:46:45.590Z,enable,system
4,soap,2026-01-01T00:46:45.590Z,enable,system
2,soap,2026-01-01T00:47:15.848Z,terminate,attendant-1
2,rinse,2026-01-01T00:47:15.848Z,begin,attendant-1
3,charge,2026-01-01T00:49:40.095Z,terminate,cashier
4,charge,2026-01-01T00:49:40.095Z,begin,cashier
4,charge,2026-01-01T00:51:10.045Z,terminate,cashier
2,rinse,2026-01-01T00:55:21.127Z,terminate,attendant-1
2,dry,2026-01-01T00:55:21.127Z,begin,attendant-1
1,dry,2026-01-01T01:02:11.633Z,terminate,attendant-0
1,process,2026-01-01T01:02:11.633Z,end,system
4,soap,2026-01-01T01:02:11.633Z,begin,attendant-0
5,process,2026-01-01T01:02:14.583Z,start,system
5,charge,2026-01-01T01:02:14.583Z,enable,system
5,soap,2026-01-01T01:02:14.583Z,enable,system
5,charge,2026-01-01T01:02:14.583Z,begin,cashier
5,charge,2026-01-01T01:04:51.026Z,terminate,cashier
6,process,2026-01-01T01:08:32.198Z,start,system
6,charge,2026-01-01T01:08:32.198Z,enable,system
6,soap,2026-01-01T01:08:32.198Z,enable,system
6,charge,2026-01-01T01:08:32.198Z,begin,cashier
3,soap,2026-01-01T01:10:00.864Z,terminate,attendant-2
3,rinse,2026-01-01T01:10:00.864Z,begin,attendant-2
6,charge,2026-01-01T01:12:13.829Z,terminate,cashier
2,dry,2026-01-01T01:14:46.687Z,terminate,attendant-1
2,vacuum,2026-01-01T01:14:46.687Z,begin,attendant-1
3,rinse,2026-01-01T01:18:53.655Z,terminate,attendant-2
3,dry,2026-01-01T01:18:53.655Z,begin,attendant-2
4,soap,2026-01-01T01:26:25.038Z,terminate,attendant-0
